Adres_volgens_Google,Brin,Gemeente,Instellingsnaam_volgens_Google,NaamInstelling,OvAfstand,OvAfstandMeter,OvReistijd,OvReistijdSeconden,StatusGoogleAfstand,StatusGoogleLonLat,latitude,longitude,test
"Akkerwal 2, 7642 NV Wierden, Netherlands",29WG,WIERDEN,Ebvo The Passion,De Passie,191 km,190646.0,2 uur 40 min.,9570.0,OK,OK,52.3525773,6.603909799999999,test
"Merwedekanaal 8, 4206 BC Gorinchem, Netherlands",24TP,GORINCHEM,Merewade College,Merewade College,"84,2 km",84186.0,1 uur 47 min.,6442.0,OK,OK,51.83718,4.9760361,test
"Vlechttuinen 6, 8322 BA Urk, Netherlands",23VL,URK,"Scholengemeensch. Pieter Zandt Lyceum, Havo, Mavo, Vbo, Lwoo",SGM Pieter Zandt,147 km,147134.0,2 uur 23 min.,8599.0,OK,OK,52.6627969,5.6276749,test
"Teisterbantlaan 2, 4006 EB Tiel, Netherlands",23HC,TIEL,RSG Lingecollege,RSG Lingecollege,"89,3 km",89345.0,1 uur 59 min.,7150.0,OK,OK,51.88126570000001,5.4199822,test
"Heer Bokelweg 255, 3032 AD Rotterdam, Netherlands",23JA,ROTTERDAM,Graphic Lyceum Rotterdam,Grafisch Lyceum R'dam,"39,8 km",39756.0,55 min.,3314.0,OK,OK,51.92763,4.4780938,test
"Duinwetering 107, 2203 HM Noordwijk, Netherlands",23KU,NOORDWIJK,Northgo College,Northgo College,"12,2 km",12215.0,42 min.,2496.0,OK,OK,52.242954,4.447998999999999,test
"Engel de Ruijterstraat 40, 3621 CV Breukelen, Netherlands",23VD,STICHTSE VECHT,Broeck Land College,Broeckland College,"48,8 km",48764.0,1 uur 12 min.,4297.0,OK,OK,52.1696169,4.997711799999999,test
"Albert Verweylaan 2, 2024 JL Haarlem, Netherlands",25FU,HAARLEM,Daaf Gelukschool,LCH locatie Daaf Gelukschool,"26,6 km",26636.0,43 min.,2574.0,OK,OK,52.408987,4.6375047,test
"Rustenburgerstraat 438, 1072 HK Amsterdam, Netherlands",25EF,AMSTERDAM,Zuiderlicht College Bovenbouw,Locatie vmbo Amsterdam,"49,5 km",49514.0,59 min.,3512.0,OK,OK,52.3510783,4.8884998,test
"Schoolstraat 1 en 7, 8701 DX Bolsward, Netherlands",25GB,SUDWEST-FRYSLAN,Marne college,Marne College,273 km,272938.0,8 uur 38 min.,31091.0,OK,OK,53.0666381,5.5179541,test
"Gildenstraat 1, 4561 WZ Hulst, Netherlands",25FX,HULST,Reynaertcollege,Reynaert College,210 km,210150.0,4 uur 0 min.,14374.0,OK,OK,51.285343,4.0657869,test
"Leunseweg 6, 5802 CH Venray, Netherlands",25FY,VENRAY,Raayland College,Raayland College,170 km,170100.0,7 uur 53 min.,28408.0,OK,OK,51.519534,5.9772533,test
"Paletsingel 38c, 2718 NT Zoetermeer, Netherlands",25GA,ZOETERMEER,Picasso Lyceum,SCZ - Picasso Lyceum,"29,1 km",29113.0,1 uur 3 min.,3800.0,OK,OK,52.04506989999999,4.4940139,test
"Rijnesteinstraat 1, 4834 LB Breda, Netherlands",25GC,BREDA,Sgm Breda voor Katholiek Vo,SGM Breda voor Katholiek VO,"93,2 km",93156.0,2 uur 8 min.,7661.0,OK,OK,51.5697914,4.805497600000001,test
"Kaakstraat 1, 5623 AD Eindhoven, Netherlands",25LV,EINDHOVEN,Scholengemeenschap De Rooi Pannen,SG De Rooi Pannen,146 km,145870.0,2 uur 16 min.,8144.0,OK,OK,51.4563733,5.476159099999999,test
"Zuiderzee 200, 1503 HZ Zaandam, Netherlands",29YT,ZAANSTAD,zuiderzee College,Zuiderzee College,"55,2 km",55209.0,1 uur 17 min.,4597.0,OK,OK,52.4537698,4.8331362,test
"Leuvensbroek 3001, 6546 TD Nijmegen, Netherlands",21SK,NIJMEGEN,mondial College,Mondial College,135 km,135331.0,2 uur 34 min.,9263.0,OK,OK,51.8313888,5.7780116,test
"Pampuslaan 1, 1087 HP Amsterdam, Netherlands",28DH,AMSTERDAM,IJburg College,IJburg College,"61,8 km",61795.0,1 uur 26 min.,5174.0,OK,OK,52.3513367,5.003228099999999,test
"Zwarte Woud 211, 3524 SG Utrecht, Netherlands",27DG,UTRECHT,"De Passie, Utrecht",De Passie,"54,5 km",54473.0,1 uur 13 min.,4377.0,OK,OK,52.0626579,5.1417859,test
"Grensweg 2, 6823 JH Arnhem, Netherlands",25GL,ARNHEM,Guido de Bres - school,SGM Arnhem Noord,109 km,109132.0,1 uur 49 min.,6515.0,OK,OK,52.0027992,5.9437873,test
"Gebroeders van Doornelaan 124, 5961 BE Horst, Netherlands",25GF,HORST AAN DE MAAS,Dendron College,Dendroncollege,190 km,190157.0,7 uur 40 min.,27607.0,OK,OK,51.4636387,6.049339499999999,test
"Bovenbuurtweg 1, 6717 XA Ede, Netherlands",25GE,EDE,CSG Het Streek Bovenbuurtweg,CSG Het Streek,"94,8 km",94829.0,1 uur 56 min.,6949.0,OK,OK,52.0231209,5.661307499999999,test
"Laan van de Sport 4, 9603 TG Hoogezand, Netherlands",25GM,MIDDEN-GRONINGEN,St. dr. Aletta Jacobs College,dr Aletta Jacobs College,209 km,208965.0,7 uur 8 min.,25687.0,OK,OK,53.15166,6.762169999999999,test
"Maashaven Noordzijde 5, 3072 AE Rotterdam, Netherlands",27RW,ROTTERDAM,De Passie,De Passie,"44,8 km",44839.0,1 uur 14 min.,4427.0,OK,OK,51.90172829999999,4.4938743,test
"De Balkan 16, 8303 GZ Emmeloord, Netherlands",25GV,NOORDOOSTPOLDER,Aeres Emmeloord,Aeres VMBO Emmeloord,135 km,135284.0,1 uur 57 min.,7032.0,OK,OK,52.7089841,5.7427462,test
"Locatellistraat 5, 5654 JB Eindhoven, Netherlands",26CC,EINDHOVEN,Helicon VMBO and MBO Eindhoven,locatieVMBO/MBO Eindhoven,343 km,343232.0,7 uur 40 min.,27611.0,OK,OK,51.4153324,5.4483372,test
"Pastorielaan 11, 9901 CE Appingedam, Netherlands",30PP,APPINGEDAM,Rudolph Pabus Cleveringa Lyceum,Eemsdelta College,288 km,287915.0,7 uur 18 min.,26286.0,OK,OK,53.3250375,6.870110899999999,test
"Muzenlaan 2, 5741 NS Beek en Donk, Netherlands",25MG,LAARBEEK,Commanderij College - locatie VMBO Laarbeek,Commanderij College,163 km,162598.0,8 uur 7 min.,29224.0,OK,OK,51.5242553,5.624362,test
"Plesmanweg 450, 1965 BD Heemskerk, Netherlands",27MD,HEEMSKERK,Kennemer College,Kennemer College,"45,4 km",45362.0,1 uur 26 min.,5181.0,OK,OK,52.5009455,4.6689219,test
"Celebeslaan 20, 5641 AG Eindhoven, Netherlands",25KX,EINDHOVEN,Lorentz Casimir Lyceum,Lorentz Casimir Lyceum,342 km,341634.0,7 uur 35 min.,27326.0,OK,OK,51.448201,5.509001,test
"Vijfkamplaan 4, 5624 EB Eindhoven, Netherlands",25MB,EINDHOVEN,Summa College,Summa College,149 km,148867.0,7 uur 47 min.,28029.0,OK,OK,51.4780338,5.454784099999999,test
"Nieuwe Marnixstraat 90, 2316 ES Leiden, Netherlands",30GD,LEIDEN,Stedelijk Gymnasium Leiden,Stedelijk Gymnasium Socrates,"2,6 km",2632.0,22 min.,1321.0,OK,OK,52.1702264,4.4978076,test
"Kruidenlaan 19, 4907 AA Oosterhout, Netherlands",25LX,OOSTERHOUT,Effent,"locatie, Effent mavo",111 km,110639.0,2 uur 28 min.,8865.0,OK,OK,51.6548169,4.8727633,test
"Heliumweg 1, 1362 JA Almere, Netherlands",27VD,ALMERE,Aeres MBO Almere,Aeres VMBO Almere,"81,8 km",81791.0,1 uur 15 min.,4491.0,OK,OK,52.3460084,5.1513613,test
"Louise de Colignylaan 2, 2224 VT Katwijk aan Zee, Netherlands",25GD,KATWIJK,Vakcollege Rijnmond,Andreas College,"6,7 km",6729.0,28 min.,1668.0,OK,OK,52.1963221,4.416686299999999,test
"Gildelaan 82, 4761 BA Zevenbergen, Netherlands",30EU,MOERDIJK,Markland College Zevenbergen,Markland College Zevenbergen,"82,2 km",82233.0,1 uur 44 min.,6253.0,OK,OK,51.6405178,4.605834,test
"Klaas Voskuildreef 135, 2492 JJ Den Haag, Netherlands",31EW,LEIDSCHENDAM-VOORBURG,'S Gravendreef College,'s Gravendreef College,"20,1 km",20067.0,38 min.,2301.0,OK,OK,52.06664319999999,4.399284199999999,test
"Archangelweg 4, 1013 ZZ Amsterdam, Netherlands",30GC,AMSTERDAM,Het 4e Gymnasium,Het 4e Gymnasium,"51,6 km",51641.0,1 uur 13 min.,4390.0,OK,OK,52.3942935,4.872836899999999,test
"2, Van Bijnkershoeklaan, 3527 XL Utrecht, Netherlands",30UB,UTRECHT,UniC Utrecht,UniC,"52,5 km",52496.0,1 uur 11 min.,4235.0,OK,OK,52.0803273,5.096493199999999,test
"Kruisboog 1, 3994 AE Houten, Netherlands",30BE,HOUTEN,the Houtens,Houtens,"64,6 km",64550.0,1 uur 31 min.,5445.0,OK,OK,52.0291787,5.183699,test
"Torenallee 75, 5617 BB Eindhoven, Netherlands",30BC,EINDHOVEN,SintLucas,SiNTLUCAS,148 km,147903.0,2 uur 37 min.,9449.0,OK,OK,51.4466885,5.454678400000001,test
"Noormannensingel 50, 6224 BW Maastricht, Netherlands",27ZH,MAASTRICHT,Sint-Maartenscollege,Sint-Maartenscollege,239 km,239430.0,5 uur 23 min.,19380.0,OK,OK,50.850595,5.7088008,test
"Avenue Ceramique 250, 6221 KX Maastricht, Netherlands",27ZJ,MAASTRICHT,Bonnefantenmuseum,Bonnefantencollege,244 km,243781.0,7 uur 20 min.,26379.0,OK,OK,50.8425389,5.7018989,test
"Oude Molenweg 130, 6228 XW Maastricht, Netherlands",27VG,MAASTRICHT,Porta Mosana College,Porta Mosana College,245 km,244546.0,6 uur 19 min.,22733.0,OK,OK,50.8344098,5.7329161,test
,31CH,NISSEWAARD,,PENTA College,"49,5 km",49506.0,1 uur 23 min.,4954.0,OK,Er ging iets mis,,,test
"Myra Wardsingel 50, 2652 LA Berkel en Rodenrijs, Netherlands",31CG,LANSINGERLAND,Melanchthon Berkroden,Melanchthon Berkroden,"32,6 km",32576.0,1 uur 15 min.,4481.0,OK,OK,51.9821661,4.448785099999999,test
"Cort van der Lindenlaan 5, 1412 BW Naarden, Netherlands",30JN,GOOISE MEREN,Sint-Vitusmavo,Sint-Vitusmavo,"69,9 km",69931.0,1 uur 31 min.,5438.0,OK,OK,52.28551479999999,5.1480568,test
"Montessoriweg 55, 3083 AN Rotterdam, Netherlands",30WH,ROTTERDAM,Avicenna College,Avicenna College,"46,1 km",46088.0,1 uur 17 min.,4627.0,OK,OK,51.885006,4.494627599999999,test
"Nederland 7, Easter Omwei, 9254 GM Hurdegaryp, Netherlands",30UV,TYTSJERKSTERADIEL,Tjalling Koopmans College,Tjalling Koopmans College,254 km,253898.0,7 uur 5 min.,25480.0,OK,OK,53.2135937,5.9440604,test
"Einsteinweg 61, 2333 CC Leiden, Netherlands",02OV,LEIDEN,Leidse Instrumentmakers School,Leidse Instr Makers Sch,"1,0 km",990.0,12 min.,727.0,OK,OK,52.1675556,4.4581124,test
"Kon. Wilhelminalaan 7, 3527 LA Utrecht, Netherlands",23KG,UTRECHT,Graphic Lyceum Utrecht,Grafisch Lyceum Utrecht,"53,1 km",53117.0,1 uur 16 min.,4587.0,OK,OK,52.07705439999999,5.1062884,test
"J.F. Kennedylaan 49, 7001 EA Doetinchem, Netherlands",24ZZ,DOETINCHEM,Graafschap College,ROC Graafschap College,141 km,140777.0,2 uur 45 min.,9910.0,OK,OK,51.96737,6.2985617,test
"Julianalaan 97, 8931 AH Leeuwarden, Netherlands",25LG,LEEUWARDEN,Friesland College,ROC Friesland College,244 km,244080.0,2 uur 56 min.,10555.0,OK,OK,53.1899136,5.782754499999999,test
"Breestraat 48, 2311 CS Leiden, Netherlands",25LN,LEIDEN,MBO Rijnland,mboRijnland,"2,5 km",2544.0,18 min.,1107.0,OK,OK,52.16024969999999,4.4876416,test
"Keizerin Marialaan 2, 5702 NR Helmond, Netherlands",25LJ,HELMOND,ROC Ter AA,ROC Ter AA,159 km,159013.0,2 uur 31 min.,9033.0,OK,OK,51.48724,5.657797,test
"Vondellaan 174, 3521 GH Utrecht, Netherlands",25LH,UTRECHT,ROC Midden Nederland,ROC Midden Nederland,"52,5 km",52523.0,1 uur 8 min.,4107.0,OK,OK,52.0788005,5.1182986,test
"Sportlaan 54, 1782 ND Den Helder, Netherlands",04EU,DEN HELDER,ROC Kop van Noord-Holland,ROC Kop v Noord-Holland,123 km,122640.0,2 uur 17 min.,8243.0,OK,OK,52.951949,4.7534906,test
"Erasmuspad 10, 3052 KP Rotterdam, Netherlands",02PG,ROTTERDAM,"HMC vocational school for wood, furniture and interior",Hout en Meubileringscoll,"34,5 km",34528.0,1 uur 4 min.,3864.0,OK,OK,51.94793,4.4671189,test
"Smijerslaan 2, 3572 LP Utrecht, Netherlands",02PK,UTRECHT,Nimeto Utrecht,Nimeto SGM v Mbo Kmbo,"54,6 km",54643.0,1 uur 33 min.,5552.0,OK,OK,52.10061930000001,5.1411064,test
"Nijverheidstraat 11, 8031 DZ Zwolle, Netherlands",02PN,ZWOLLE,Cibap Vocational School for imagination,C I B A P,152 km,152277.0,2 uur 3 min.,7403.0,OK,OK,52.5209764,6.088941,test
"Verbeekstraat 12, 2332 CA Leiden, Netherlands",25MA,LEIDEN,"Stichting ROC Leiden, Centrum voor Educatie en Beroepsonderwijs in de Regio Leiden en Duin & Bollenstreek",ROC Leiden,"1,6 km",1562.0,10 min.,628.0,OK,OK,52.1641474,4.4620821,test
"De Nieuwe Poort 21, 3812 EG Amersfoort, Netherlands",30RR,AMERSFOORT,Mbo amersfoort,MBO Amersfoort,"93,1 km",93146.0,1 uur 29 min.,5364.0,OK,OK,52.1593032,5.3795172,test
"Zalkerbos 336, 2716 NB Zoetermeer, Netherlands",24ZV,ZOETERMEER,Effatha Chr Sch v Bbo,Effatha Chr Sch v BBO,"26,2 km",26163.0,53 min.,3151.0,OK,OK,52.06071799999999,4.4657998,test
"Theresialaan 34, 5262 BN Vught, Netherlands",24ZW,'S-HERTOGENBOSCH,Rooms Katholieke Basisschool Klimop,BBO de Schalm,"99,6 km",99641.0,1 uur 46 min.,6372.0,OK,OK,51.6524136,5.2837825,test
"Muntelaar 10, 5467 HA Veghel, Netherlands",28DE,VEGHEL,ROC Leijgraaf,ROC de Leijgraaf,124 km,123804.0,2 uur 44 min.,9863.0,OK,OK,51.6212797,5.5634437,test
"NDSM-Straat 1, 1033 SB Amsterdam, Netherlands",30RM,AMSTERDAM,ROC TOP Events & Hospitality,Stichting ROC TOP,"47,8 km",47794.0,56 min.,3331.0,OK,OK,52.4043862,4.8886156,test
"Australiëlaan 23, 3526 AB Utrecht, Netherlands",30RN,UTRECHT,MBO Utrecht - Australiëlaan,MBO Utrecht,"57,4 km",57382.0,1 uur 22 min.,4930.0,OK,OK,52.0645974,5.1023055,test
"Laan van de Mensenrechten 500, 7331 VZ Apeldoorn, Netherlands",27DV,APELDOORN,"Aventus, locatie Laan van de Mensenrechten",ROC AVENTUS,138 km,137888.0,2 uur 7 min.,7608.0,OK,OK,52.20799479999999,5.9710207,test
"Gieterij 200, 7553 VZ Hengelo, Netherlands",27YU,HENGELO OV,ROC van Twente - De Gieterij,ROC van Twente,240 km,239718.0,8 uur 25 min.,30280.0,OK,OK,52.26047639999999,6.7865537,test
"Leeghwaterplein 72, 2521 DB Den Haag, Netherlands",27GZ,'S-GRAVENHAGE,ROC Mondriaan Leeghwaterplein,ROC Mondriaan,"17,3 km",17256.0,35 min.,2102.0,OK,OK,52.066678,4.320209,test
"Kronenburgsingel 16, 6831 EX Arnhem, Netherlands",25LF,ARNHEM,Rijn IJssel location Kronenburgsingel,Rijn IJssel,113 km,113184.0,2 uur 10 min.,7823.0,OK,OK,51.960306,5.8992235,test
"Bachstraat 1, 4003 KZ Tiel, Netherlands",04CY,TIEL,ROC Rivor,ROC Rivor,"89,4 km",89417.0,2 uur 0 min.,7204.0,OK,OK,51.8864468,5.413466199999999,test
"Weena 743, 3013 AL Rotterdam, Netherlands",00GT,ROTTERDAM,Albeda - Location Weena,ROC Albeda College,"43,4 km",43408.0,1 uur 4 min.,3817.0,OK,OK,51.9228645,4.4659013,test
"Prins Alexanderlaan 55, 3067 GB Rotterdam, Netherlands",25LP,ROTTERDAM,Zadkine Oost,Zadkine,"49,0 km",49035.0,1 uur 5 min.,3921.0,OK,OK,51.9507318,4.5509926,test
"IJsbaanlaan 4F, 2024 AV Haarlem, Netherlands",25PX,HAARLEM,ROC Nova College location CIOS,ROC Nova College,"32,6 km",32557.0,58 min.,3495.0,OK,OK,52.400284,4.626863999999999,test
"Vlietstraat 11A, 4535 HA Terneuzen, Netherlands",25PV,TERNEUZEN,Scalda,Scalda,189 km,189307.0,3 uur 27 min.,12422.0,OK,OK,51.3103332,3.857617399999999,test
"Van Schaikweg 98, 7811 KL Emmen, Netherlands",25PW,EMMEN,Drenthe College,ROC Drenthe College,228 km,227662.0,7 uur 37 min.,27397.0,OK,OK,52.7782245,6.9152955,test
"Cypressehout 99, 1507 EK Zaandam, Netherlands",25RA,ZAANDAM,Regional College,Regio College,"56,4 km",56395.0,59 min.,3566.0,OK,OK,52.4371792,4.8079478,test
"Straat van Florida 1, 1334 PA Almere, Netherlands",25LR,ALMERE,MBO College Almere - ROC Flevoland,ROC van Flevoland,"80,6 km",80604.0,1 uur 10 min.,4226.0,OK,OK,52.3923412,5.2775423,test
"Reehorsterweg 80, 6717 LG Ede, Netherlands",25PM,EDE GLD,Dulon college,ROC A12,"94,2 km",94153.0,1 uur 56 min.,6945.0,OK,OK,52.0204951,5.662558199999999,test
"​Boumaboulevard 573, 9723 ZS Groningen, Netherlands",25LU,GRONINGEN,"Alfa College, location Boumaboulevard",Alfa-college,253 km,252567.0,2 uur 55 min.,10484.0,OK,OK,53.207046,6.5904051,test
"Kasteel Hillenraedtstraat 1, 6043 HA Roermond, Netherlands",25LT,ROERMOND,Gilde Opleidingen,ROC Gilde Opleidingen,287 km,286953.0,7 uur 21 min.,26438.0,OK,OK,51.1904695,6.007463899999999,test
"Mozartlaan 15, 8031 AA Zwolle, Netherlands",25PJ,ZWOLLE,Deltion College,Deltion College,152 km,151878.0,2 uur 1 min.,7275.0,OK,OK,52.5207487,6.0842911,test
"Wandelboslaan 28, 5042 PD Tilburg, Netherlands",25LZ,TILBURG,ROC Tilburg,ROC Tilburg,109 km,109497.0,2 uur 0 min.,7202.0,OK,OK,51.5658914,5.0600555,test
"Hoeflingweg 9, 7241 CJ Lochem, Netherlands",31JC,LOCHEM,zone.college - Centrale Services,zone.college,205 km,205211.0,8 uur 40 min.,31226.0,OK,OK,52.1644455,6.4036138,test
"Europaboulevard 13, 1079 PC Amsterdam, Netherlands",25PZ,AMSTERDAM,MBO College South,ROC van Amsterdam,"47,7 km",47684.0,54 min.,3228.0,OK,OK,52.3398639,4.8930057,test
"Sibemaweg 20, 6224 JX Maastricht, Netherlands",25PL,MAASTRICHT,ROC Leeuwenborgh Maastricht,ROC Leeuwenborgh,240 km,240453.0,5 uur 36 min.,20136.0,OK,OK,50.84641389999999,5.7173843,test
"Utrechtseweg 230, 3818 ET Amersfoort, Netherlands",09MR,AMERSFOORT,Hoornbeeck College,Hoornbeeck College,"94,8 km",94767.0,1 uur 39 min.,5940.0,OK,OK,52.138036,5.3519422,test
"Sleepboot 2, 3991 CN Houten, Netherlands",17WH,HOUTEN,SVO vakopleiding food Houten,SVO,"62,7 km",62703.0,1 uur 45 min.,6303.0,OK,OK,52.0199328,5.1506653,test
"Leerparkpromenade 100, 3312 KW Dordrecht, Netherlands",20MQ,DORDRECHT,ROC Da Vinci College,ROC Da Vinci College,"61,8 km",61771.0,1 uur 22 min.,4932.0,OK,OK,51.7982515,4.67995,test
"Vondelpad 4, 9721 LX Groningen, Netherlands",14NZ,GRONINGEN,Roc Menso Alting,ROC Menso Alting,253 km,253437.0,3 uur 5 min.,11115.0,OK,OK,53.2016273,6.568608900000001,test
"Campusbaan 6, 6512 BT Nijmegen, Netherlands",25PN,NIJMEGEN,ROC Nijmegen,ROC Nijmegen eo,128 km,127732.0,2 uur 10 min.,7771.0,OK,OK,51.8411413,5.8522945,test
"Ceintuurbaan 2, 3847 LG Harderwijk, Netherlands",04NZ,HARDERWIJK,Soma College,SOMA College,146 km,146035.0,4 uur 0 min.,14421.0,OK,OK,52.3336122,5.6453751,test
"Vlijmenseweg 2, 5223 GW 's-Hertogenbosch, Netherlands",04FO,'S-HERTOGENBOSCH,KONING WILLEM I COLLEGE,Koning Willem I College,"99,6 km",99641.0,1 uur 46 min.,6372.0,OK,OK,51.6840062,5.2869201,test
"Wilaarderburen 1, Leeuwarden, Netherlands",08PG,LEEUWARDEN,ROC Friese Poort,ROC Friese Poort,247 km,247101.0,6 uur 55 min.,24909.0,OK,OK,53.2036629,5.8331105,test
"Kruseman van Eltenweg 4, 1817 BC Alkmaar, Netherlands",25PT,ALKMAAR,ROC Horizon College Alkmaar,ROC Horizon College,"64,3 km",64308.0,1 uur 26 min.,5162.0,OK,OK,52.63966199999999,4.7432636,test
"Willemstraat 2, 6411 KZ Heerlen, Netherlands",25PU,HEERLEN,"Arcus College, Unit Horeca en Toerisma",ROC Arcus College,263 km,263201.0,6 uur 51 min.,24688.0,OK,OK,50.8895232,5.980027799999999,test
